Name,ISIN,Symbol,Market,Trading Currency,Open,High,Low,Last,Last Date/Time,Time Zone,Volume,Turnover
PROLOGUE BSAA2021,FR0011994326,PRBS2,Euronext Paris,EUR,0.003,0.003,0.003,0.003,9/02/2021 16:30,CET,149999,450
PROSUS,NL0013654783,PRX,Euronext Amsterdam,EUR,101,102.6,100.25,102.05,9/02/2021 17:35,CET,1177471,119496954.8
PSB INDUSTRIES,FR0000060329,PSB,Euronext Paris,EUR,18.15,18.25,18.05,18.05,9/02/2021 16:27,CET,1127,20432.8
PUBLICIS BSA,FR0000312928,PUBBS,Euronext Paris,EUR,18.8,18.8,18.7,18.7,9/02/2021 16:27,CET,110,2058
PUBLICIS GROUPE SA,FR0000130577,PUB,Euronext Paris,EUR,46.25,46.53,45.71,46.23,9/02/2021 17:35,CET,1004233,46381426.28
QUADIENT,FR0000120560,QDT,Euronext Paris,EUR,19,19,18.52,18.64,9/02/2021 17:35,CET,72170,1345274.53
RALLYE,FR0000060618,RAL,Euronext Paris,EUR,6.64,6.64,6.24,6.34,9/02/2021 17:35,CET,58528,375745.39
RAMSAY GEN SANTE,FR0000044471,GDS,Euronext Paris,EUR,17.55,17.8,17.4,17.8,9/02/2021 17:35,CET,166,2923.65
RANDSTAD NV,NL0000379121,RAND,Euronext Amsterdam,EUR,56.2,56.66,54.72,55.64,9/02/2021 17:35,CET,1260569,70535952.98
RECYLEX S.A.,FR0000120388,RX,Euronext Paris,EUR,1.842,1.868,1.816,1.848,13/05/2020 17:20,CET,7005,12873.94
REINET INVESTMENTS,LU0383812293,REINA,Euronext Amsterdam,EUR,15.46,15.46,15.44,15.44,9/02/2021 15:39,CET,1100,16989.9
RELX,GB00B2B0DG97,REN,Euronext Amsterdam,EUR,20.87,20.87,20.41,20.52,9/02/2021 17:35,CET,1417614,29131158.97
REMY COINTREAU,FR0000130395,RCO,Euronext Paris,EUR,155.3,157.8,154.9,157.8,9/02/2021 17:35,CET,55929,8785381.6
RENAULT,FR0000131906,RNO,Euronext Paris,EUR,40.18,40.3,38.96,39.77,9/02/2021 17:37,CET,1565123,61968860.13
RENEWI,GB0007995243,RWI,Euronext Amsterdam,EUR,0.482,0.483,0.47,0.473,9/02/2021 17:35,CET,234818,111421.67
REXEL,FR0010451203,RXL,Euronext Paris,EUR,13.865,13.885,13.525,13.64,9/02/2021 17:35,CET,946995,12942225.71
ROBERTET,FR0000039091,RBT,Euronext Paris,EUR,953,972,950,971,9/02/2021 17:35,CET,631,606840
ROBERTET CDV 87,FR0000045619,CBR,Euronext Paris,EUR,200,200,200,200,29/09/2020 16:30,CET,1,200
ROBERTET CI,FR0000045601,CBE,Euronext Paris,EUR,840,850,840,850,9/02/2021 16:30,CET,69,58060
ROCHE BOBOIS,FR0013344173,RBO,Euronext Paris,EUR,20.7,20.8,20.4,20.5,9/02/2021 17:17,CET,1187,24470.4
ROODMICROTEC,NL0000440477,ROOD,Euronext Amsterdam,EUR,0.231,0.235,0.227,0.228,9/02/2021 17:35,CET,452341,104279.68
ROTHSCHILD & CO,FR0000031684,ROTH,Euronext Paris,EUR,30.95,30.95,30.4,30.45,9/02/2021 17:35,CET,24975,765130.4
ROYAL DUTCH SHELLA,GB00B03MLX29,RDSA,Euronext Amsterdam,EUR,15.968,16.178,15.71,15.734,9/02/2021 17:37,CET,13237760,210862752.2
ROYAL DUTCH SHELLB,GB00B03MM408,RDSB,Euronext Amsterdam,EUR,15.002,15.228,14.868,14.89,9/02/2021 17:35,CET,157994,2376638.83
RUBIS,FR0013269123,RUI,Euronext Paris,EUR,39,39.16,38.76,39.16,9/02/2021 17:35,CET,231747,9050129.58
S.E.B.,FR0000121709,SK,Euronext Paris,EUR,161.6,164.1,161,163.5,9/02/2021 17:37,CET,37050,6047302.7
SAFRAN,FR0000073272,SAF,Euronext Paris,EUR,112.25,113.5,111.3,111.65,9/02/2021 17:35,CET,597234,66880724.75
SAINT JEAN GROUPE,FR0000060121,SABE,Euronext Paris,EUR,28.8,28.8,28.8,28.8,9/02/2021 11:30,CET,12,345.6
SAMSE,FR0000060071,SAMS,Euronext Paris,EUR,158,159,156,158,9/02/2021 17:35,CET,194,30584
SANOFI,FR0000120578,SAN,Euronext Paris,EUR,80.55,80.77,79.64,80.58,9/02/2021 17:38,CET,1912708,153701632.2
SANOFI NV21,FR00140012D0,SANNV,Euronext Paris,EUR,76,76,76,76,9/02/2021 11:30,CET,100,7600
SARTORIUS STED BIO,FR0013154002,DIM,Euronext Paris,EUR,389,397.4,388,394.4,9/02/2021 17:35,CET,64272,25290350
SAVENCIA,FR0000120107,SAVE,Euronext Paris,EUR,61,61,60,60.8,9/02/2021 17:29,CET,1525,91922.6
SBM OFFSHORE,NL0000360618,SBMO,Euronext Amsterdam,EUR,15.23,15.26,15.065,15.08,9/02/2021 17:35,CET,417945,6325124.27
SCBSM,FR0006239109,CBSM,Euronext Paris,EUR,8.8,8.95,8.8,8.8,9/02/2021 17:35,CET,190,1673.2
SCHLUMBERGER,AN8068571086,SLB,Euronext Paris,EUR,21.4,21.8,21.1,21.3,9/02/2021 17:35,CET,32243,689390.2
SCHNEIDER ELECTRIC,FR0000121972,SU,Euronext Paris,EUR,124.7,125.25,123.15,123.15,9/02/2021 17:35,CET,1068693,131919781
SCOR SE,FR0010411983,SCR,Euronext Paris,EUR,28,28.6,27.76,28.1,9/02/2021 17:36,CET,726672,20417446.7
SECHE ENVIRONNEM.,FR0000039109,SCHP,Euronext Paris,EUR,48.6,49.5,48.6,49.5,9/02/2021 17:35,CET,7789,382551.55
SEGRO PLC,GB00B5ZN1N88,SGRO,Euronext Paris,EUR,10.09,10.09,10.09,10.09,23/11/2020 0:00,CET,-,-
SELCODIS,FR0000065492,SLCO,Euronext Paris,EUR,0.29,0.29,0.29,0.29,25/03/2009 0:00,CET,2074,601
SELECTIRENTE,FR0004175842,SELER,Euronext Paris,EUR,87.3,87.3,87.3,87.3,9/02/2021 11:30,CET,9382,819048.6
SERGEFERRARI GROUP,FR0011950682,SEFER,Euronext Paris,EUR,7.12,7.12,6.96,7,9/02/2021 17:37,CET,15518,109385.4
SES,LU0088087324,SESG,Euronext Paris,EUR,6.764,6.912,6.686,6.844,9/02/2021 17:35,CET,947415,6457363.47
SES IMAGOTAG,FR0010282822,SESL,Euronext Paris,EUR,45.55,45.55,43.3,44.05,9/02/2021 17:35,CET,8369,371307.7
SHOWROOMPRIVE,FR0013006558,SRP,Euronext Paris,EUR,3.815,3.85,3.355,3.565,9/02/2021 17:35,CET,2597596,9225451.53
SIF HOLDING,NL0011660485,SIFG,Euronext Amsterdam,EUR,18,18,17.7,17.72,9/02/2021 17:35,CET,8445,150067.26
SIGNAUX GIROD,FR0000060790,GIRO,Euronext Paris,EUR,15.85,16.45,15.85,16.1,9/02/2021 16:06,CET,1140,18382.35
SIGNIFY NV,NL0011821392,LIGHT,Euronext Amsterdam,EUR,38.84,39.72,38.25,39.42,9/02/2021 17:36,CET,612128,24026888.8
SII,FR0000074122,SII,Euronext Paris,EUR,22.3,22.5,21.6,21.6,9/02/2021 17:35,CET,2469,54809.9
SLIGRO FOOD GROUP,NL0000817179,SLIGR,Euronext Amsterdam,EUR,19,19.24,18.9,19.08,9/02/2021 17:36,CET,40657,775122.7
SMCP,FR0013214145,SMCP,Euronext Paris,EUR,4.544,4.56,4.42,4.448,9/02/2021 17:35,CET,107716,482082.25
SMTPC,FR0004016699,SMTPC,Euronext Paris,EUR,15.75,15.85,15.7,15.8,9/02/2021 17:29,CET,2516,39651.85
SNOWWORLD,NL0010627865,SNOW,Euronext Amsterdam,EUR,12.9,12.9,12.9,12.9,9/02/2021 9:36,CET,10,129
SOC FRANC CASINOS,FR0010209809,SFCA,Euronext Paris,EUR,1.87,1.87,1.87,1.87,9/02/2021 11:30,CET,1,1.87
SOCIETE GENERALE,FR0000130809,GLE,Euronext Paris,EUR,17.338,17.452,17.136,17.404,9/02/2021 17:37,CET,3590990,62205974.62
SODEXO,FR0000121220,SW,Euronext Paris,EUR,75.62,76.64,75,75.9,9/02/2021 17:35,CET,327376,24869501.64
SODITECH,FR0000078321,SEC,Euronext Paris,EUR,0.54,0.58,0.54,0.58,9/02/2021 16:51,CET,9662,5522
SOFIBUS PATRIMOINE,FR0000038804,SFBS,Euronext Paris,EUR,308,308,308,308,8/02/2021 16:48,CET,20,6160
SOGECLAIR,FR0000065864,SOG,Euronext Paris,EUR,18,18,17.95,17.95,9/02/2021 17:19,CET,820,14748.3
SOITEC,FR0013227113,SOI,Euronext Paris,EUR,175.8,176.6,173.7,176.5,9/02/2021 17:35,CET,56015,9852108.7
SOLOCAL GROUP,FR00140006O9,LOCAL,Euronext Paris,EUR,2.92,3.184,2.8685,3.0385,9/02/2021 17:35,CET,1574478,4837963.55
SOLUTIONS 30 SE,FR0013379484,S30,Euronext Paris,EUR,9.9,10.33,9.9,9.99,9/02/2021 17:35,CET,984380,9899023.46
SOMFY SA,FR0013199916,SO,Euronext Paris,EUR,149,149,147,148.2,9/02/2021 17:35,CET,3732,551703.6
SOPRA STERIA GROUP,FR0000050809,SOP,Euronext Paris,EUR,141,142.4,140.3,142.4,9/02/2021 17:35,CET,13620,1931651.1
SPIE,FR0012757854,SPIE,Euronext Paris,EUR,19.19,19.19,18.7,18.7,9/02/2021 17:36,CET,398634,7488768.3
SPIR COMMUNICATION,FR0000131732,SPI,Euronext Paris,EUR,5.9,6.55,5,5,29/01/2021 17:35,CET,9344,54952.45
SQLI,FR0011289040,SQI,Euronext Paris,EUR,18.55,19.2,18.55,19.2,9/02/2021 17:35,CET,6047,115077.5
ST DUPONT,FR0000054199,DPT,Euronext Paris,EUR,0.09,0.09,0.0892,0.0894,9/02/2021 17:35,CET,17397,1560.73
STEF,FR0000064271,STF,Euronext Paris,EUR,77.1,77.8,77.1,77.6,9/02/2021 17:35,CET,1094,84656.2
STELLANTIS NV,NL00150001Q9,STLA,Euronext Paris,EUR,13.63,13.63,13.404,13.472,9/02/2021 17:38,CET,4518725,60908718.47
STENTYS,FR0010949404,STNT,Euronext Paris,EUR,0.468,0.4745,0.456,0.46,22/07/2019 17:25,CET,53783,24756.702
STERN GROEP,NL0000336303,STRN,Euronext Amsterdam,EUR,12.2,12.35,12,12,9/02/2021 17:15,CET,1654,20034.95
STMICROELECTRONICS,NL0000226223,STM,Euronext Paris,EUR,34.5,34.82,34.28,34.57,9/02/2021 17:36,CET,1851385,63967154.43
SUEZ,FR0010613471,SEV,Euronext Paris Brussels,EUR,17.185,17.345,17.135,17.225,9/02/2021 17:35,CET,1320500,22750635.12
SWORD GROUP,FR0004180578,SWP,Euronext Paris,EUR,34.6,34.6,34.35,34.5,9/02/2021 17:35,CET,5469,188968.85
SYNERGIE,FR0000032658,SDG,Euronext Paris,EUR,31.6,31.8,31.55,31.6,9/02/2021 17:35,CET,2044,64648.5
TARKETT,FR0004188670,TKTT,Euronext Paris,EUR,15.37,15.81,15.29,15.69,9/02/2021 17:35,CET,63147,984325.45
TAYNINH,FR0000063307,TAYN,Euronext Paris,EUR,1.31,1.31,1.31,1.31,28/01/2021 16:30,CET,75,98.25
TECH BSA 2024,FR0013526225,TECBS,Euronext Paris,EUR,0.265,0.278,0.2611,0.27,9/02/2021 17:20,CET,58827,15765.3
TECHNICOLOR,FR0013505062,TCH,Euronext Paris,EUR,1.92,1.959,1.89,1.9256,9/02/2021 17:35,CET,302368,583076.98
TECHNIPFMC,GB00BDSFG982,FTI,Euronext Paris,EUR,8.6,8.75,8.182,8.266,9/02/2021 17:38,CET,8231667,69266024.29
TELEPERFORMANCE,FR0000051807,TEP,Euronext Paris,EUR,282.6,287.2,280.8,286.8,9/02/2021 17:35,CET,118939,33904659.6
TELEVERBIER,CH0008175645,TVRB,Euronext Paris,EUR,41.6,41.6,41,41,8/02/2021 16:30,CET,60,2490
TESSI,FR0004529147,TES,Euronext Paris,EUR,130,130,128,130,9/02/2021 17:27,CET,188,24368.5
TETRAGON FIN GRP,GG00B1RMC548,TFG,Euronext Amsterdam,USD,10.35,10.35,10.15,10.15,9/02/2021 17:35,CET,30651,313361.15
TF1,FR0000054900,TFI,Euronext Paris,EUR,7.23,7.24,7.085,7.19,9/02/2021 17:35,CET,339227,2432813.84
TFF GROUP,FR0013295789,TFF,Euronext Paris,EUR,28.4,28.4,28,28.2,9/02/2021 17:35,CET,4083,114949.7
THALES,FR0000121329,HO,Euronext Paris,EUR,77.56,79.1,76.36,78.12,9/02/2021 17:35,CET,417617,32510932.9
THERMADOR GROUPE,FR0013333432,THEP,Euronext Paris,EUR,76.8,78.4,76.8,77.2,9/02/2021 17:35,CET,4582,355792
THUNDERBIRD,VGG885761061,TBIRD,Euronext Amsterdam,USD,0.069,0.07,0.069,0.07,9/02/2021 16:42,CET,131392,9192.07
TIE KINETIX,NL0010389508,TIE,Euronext Amsterdam,EUR,19.9,20.4,19.9,20.2,9/02/2021 17:23,CET,4031,80761.4
TIKEHAU CAPITAL,FR0013230612,TKO,Euronext Paris,EUR,24.3,24.5,24.2,24.3,9/02/2021 17:35,CET,33008,800410.4
TIPIAK,FR0000066482,TIPI,Euronext Paris,EUR,64,64,64,64,9/02/2021 11:30,CET,150,9600
TKH GROUP,NL0000852523,TWEKA,Euronext Amsterdam,EUR,40.9,41.26,40.56,40.76,9/02/2021 17:35,CET,43219,1766316.24
TOMTOM,NL0013332471,TOM2,Euronext Amsterdam,EUR,8,8.035,7.78,7.87,9/02/2021 17:35,CET,438548,3453389.3
TOTAL,FR0000120271,FP,Euronext Paris Brussels,EUR,36,36.18,34.29,34.565,9/02/2021 17:38,CET,11114046,389027294.2
TOTAL GABON,GA0000121459,EC,Euronext Paris,EUR,136,137,135.5,137,9/02/2021 17:22,CET,692,94363.5
TOUAX,FR0000033003,TOUP,Euronext Paris,EUR,9.86,9.9,9.7,9.7,9/02/2021 17:35,CET,9609,93882.42
TOUR EIFFEL,FR0000036816,EIFF,Euronext Paris,EUR,29.3,29.5,29.1,29.4,9/02/2021 17:35,CET,1222,35797.1
TRANSGENE,FR0005175080,TNG,Euronext Paris,EUR,2.595,2.6,2.46,2.52,9/02/2021 17:35,CET,170368,428396.75
TRIGANO,FR0005691656,TRI,Euronext Paris,EUR,151.3,153.1,150.4,153,9/02/2021 17:35,CET,14174,2155043.1
UBISOFT ENTERTAIN,FR0000054470,UBI,Euronext Paris,EUR,83.5,84.46,82.62,83.72,9/02/2021 17:35,CET,326702,27283171.92
UNIBAIL-RODAMCO-WE,FR0013326246,URW,Euronext Amsterdam Paris,EUR,60.92,63.32,60.06,62.9,9/02/2021 17:35,CET,880676,54976977.22
UNIBEL,FR0000054215,UNBL,Euronext Paris,EUR,650,650,650,650,9/02/2021 11:30,CET,2,1300
UNILEVER,GB00B10RZP78,UNA,Euronext Amsterdam,EUR,45.355,45.465,44.53,45.1,9/02/2021 17:35,CET,5320152,238568742.3
UNION FIN.FRANCE,FR0000034548,UFF,Euronext Paris,EUR,21.4,21.5,21,21.4,9/02/2021 17:27,CET,7290,155401.9
UNION TECH.INFOR.,FR0000074197,FPG,Euronext Paris,EUR,0.575,0.58,0.565,0.58,9/02/2021 17:17,CET,3556,2046.5
V LANSCHOT KEMPEN,NL0000302636,VLK,Euronext Amsterdam,EUR,21.45,21.45,21.05,21.05,9/02/2021 17:35,CET,21624,457444.2
VALEO,FR0013176526,FR,Euronext Paris,EUR,33.08,33.51,32.69,32.92,9/02/2021 17:35,CET,562235,18536909.47
VALLOUREC,FR0013506730,VK,Euronext Paris,EUR,26.875,27.4,26.45,26.965,9/02/2021 17:35,CET,114925,3095322.83
VALNEVA,FR0004056851,VLA,Euronext Paris,EUR,15,15.06,13.14,13.3,9/02/2021 17:36,CET,2658201,36949224.02
VALUE8,NL0010661864,VALUE,Euronext Amsterdam,EUR,5.22,5.22,5.16,5.16,9/02/2021 15:53,CET,311,1610.76
VALUE8 CUM PREF,NL0015118803,PREVA,Euronext Amsterdam,EUR,6.03,6.03,6.03,6.03,29/01/2021 16:30,CET,1200,7236
VASTNED,NL0000288918,VASTN,Euronext Amsterdam,EUR,22.2,22.2,21.75,21.9,9/02/2021 17:39,CET,21363,469840
VEOLIA ENVIRON.,FR0000124141,VIE,Euronext Paris,EUR,22.5,22.62,22.18,22.31,9/02/2021 17:37,CET,2253326,50366491.25
VEON,BMG9349W1038,VEON,Euronext Amsterdam,EUR,1.39,1.42,1.39,1.416,9/02/2021 17:35,CET,8846,12403.83
VERALLIA,FR0013447729,VRLA,Euronext Paris,EUR,29.6,29.65,29.1,29.65,9/02/2021 17:35,CET,71669,2112591.95
VERIMATRIX,FR0010291245,VMX,Euronext Paris,EUR,3.305,3.325,3.145,3.23,9/02/2021 17:35,CET,269358,870318.48
VERNEUIL FINANCE,FR0000062465,VRNL,Euronext Paris,EUR,1.98,1.98,1.98,1.98,27/01/2021 11:30,CET,100,198
VETOQUINOL,FR0004186856,VETO,Euronext Paris,EUR,90,93.8,90,93.8,9/02/2021 17:35,CET,4456,412571.8
VICAT,FR0000031775,VCT,Euronext Paris,EUR,38.3,38.5,37.8,38,9/02/2021 17:35,CET,30604,1165510.1
VIDELIO,FR0000066680,VDLO,Euronext Paris,EUR,2.54,2.54,2.52,2.54,9/02/2021 17:26,CET,11541,29128.52
VIEL ET COMPAGNIE,FR0000050049,VIL,Euronext Paris,EUR,5.68,5.76,5.6,5.64,9/02/2021 17:10,CET,4021,22773.04
VILMORIN & CIE,FR0000052516,RIN,Euronext Paris,EUR,52.1,53.2,51.1,52.8,9/02/2021 17:35,CET,6070,316597.8
VINCI,FR0000125486,DG,Euronext Paris,EUR,88.48,88.5,85.38,85.9,9/02/2021 17:35,CET,996974,86068463.7
VIRBAC,FR0000031577,VIRP,Euronext Paris,EUR,215,217,213.5,214,9/02/2021 17:39,CET,4211,905130.5
VISIODENT,FR0000065765,SDT,Euronext Paris,EUR,2.78,2.78,2.78,2.78,9/02/2021 11:30,CET,3,8.34
VIVENDI,FR0000127771,VIV,Euronext Paris,EUR,25.92,26.03,25.51,25.77,9/02/2021 17:35,CET,2551637,65680772.13
VIVORYON,NL00150002Q7,VVY,Euronext Amsterdam,EUR,14.654,14.818,14.456,14.72,9/02/2021 17:35,CET,69775,1020302.96
VOLTA FINANCE,GG00B1GHHH78,VTA,Euronext Amsterdam,EUR,5.92,5.94,5.92,5.92,9/02/2021 15:31,CET,1158,6855.56
VOLTALIA,FR0011995588,VLTSA,Euronext Paris,EUR,25.75,25.85,24.15,24.25,9/02/2021 17:37,CET,135032,3345682.65
VOLUNTIS,FR0004183960,VTX,Euronext Paris,EUR,4.2,4.2,4.06,4.105,9/02/2021 17:35,CET,26935,111394.85
VOPAK,NL0009432491,VPK,Euronext Amsterdam,EUR,42.53,43.61,42.51,43.4,9/02/2021 17:35,CET,276460,11967951.8
VRANKEN-POMMERY,FR0000062796,VRAP,Euronext Paris Brussels,EUR,14.4,14.4,14.2,14.2,9/02/2021 17:35,CET,5148,73708.45
WAVESTONE,FR0013357621,WAVE,Euronext Paris,EUR,32.25,32.85,32.15,32.85,9/02/2021 17:36,CET,8119,264465.25
WENDEL,FR0000121204,MF,Euronext Paris,EUR,98.8,99.45,97.85,98.15,9/02/2021 17:35,CET,41889,4117577.55
WERELDHAVE,NL0000289213,WHA,Euronext Amsterdam,EUR,11.8,11.83,11.66,11.83,9/02/2021 17:35,CET,88708,1042886.35
WOLTERS KLUWER,NL0000395903,WKL,Euronext Amsterdam,EUR,68.74,69.24,68.4,69.18,9/02/2021 17:35,CET,468426,32322248.88
WORLDLINE,FR0011981968,WLN,Euronext Paris,EUR,75.58,75.74,74.32,74.82,9/02/2021 17:36,CET,401075,29984385.4
X-FAB,BE0974310428,XFAB,Euronext Paris,EUR,7.09,7.12,6.85,6.94,9/02/2021 17:35,CET,198349,1384558.83
XILAM ANIMATION,FR0004034072,XIL,Euronext Paris,EUR,47.8,47.8,46.25,46.25,9/02/2021 17:35,CET,12335,581699.2
XPO LOGISTICS,FR0000052870,XPO,Euronext Paris,EUR,274,280,272,280,8/02/2021 16:41,CET,247,68810
YATRA,JE00B1FBT077,YATRA,Euronext Amsterdam,EUR,3.8,3.8,3.8,3.8,1/02/2021 9:00,CET,52,197.6
YMAGIS BSA,FR0013484466,MAGBS,Euronext Paris,EUR,0.05,0.06,0.05,0.05,6/04/2020 10:31,CET,7008,352.97
ZCI LIMITED,BMG9887P1068,CV,Euronext Paris,EUR,0.17,0.2,0.17,0.2,4/08/2015 16:20,CET,21826,3755.94
